"company_name","company_industry","company_location","company_description","linkedin_followers","linkedin_company_url","linkedin_search_term","linkedin_search_params"
"Dx-APPS","Business Consulting and Services","Riyadh","DXAPPS Consultant assumes a lead role in facilitating business functional requirements, implementations, upgrades, and ongoing support of their related modules to enhance the value of user experience received from their Microsoft Dynamics 365. Coordinates end-user client relationships, while responding to both critical and routine Microsoft dynamics 365 application support requests. Collaborate with the Dxapps project teams to ensure that the business solutions are in line with the company’s operational goals and help produce desirable business outcomes. • 10 years experience in a similar role and part of one or more Microsoft Dynamics 365 FO implementation team • Excellent customer service, and communication skills in both verbal and written. • Strong understanding of Microsoft Dynamics 365 FO Finance, HCM, procurement, inventory management, logistics execution, and order fulfillment processes. • Hands-on experience with Dynamics 365 FO. • Basic understanding of Dynamics 365 FO master data and transactional data processing. • Attention to detail, great root cause analysis, and troubleshooting skills. • Ability to effectively handle stress and engage in continuous learning. • Able to create business process flows and detailed user requirement documentation. • Ability to multi-task and prioritize in a fast-paced environment and handle multiple issues at once. • Experience working in a team-oriented, collaborative environment. • Demonstrated leadership and personnel management skills. • Good understanding of the organization’s goals and objectives. • Strong interpersonal, written, and oral communication skills. • Ability to prioritize and execute tasks in a high-pressure environment and make sound decisions in emergencies. • Ability to present ideas in a user-friendly language. • Highly self-motivated and directed. • Proven analytical and problem-solving abilities.",115,"https://www.linkedin.com/company/dx-apps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"The Apps Company","IT Services and IT Consulting","Abu Dhabi","The Apps Company is an Abu Dhabi-based, locally-owned company that builds cutting-edge apps to help brands connect with customers. The Apps Company creates apps that can expand the reach of an existing marketing campaign, or even create a whole new brand from scratch, all through the use of a variety of mobile...",121,"https://www.linkedin.com/company/the-apps-company/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Clever Apps","Software Development","Dubai","We create technology platforms to help build & scale your business .. Our skills and knowledge are very flexible - we are able to accomplish literally any IT challenge today’s market can throw on us. Being on the market since 2016, we have managed to gain the trust and respect from our clients. Long-term relationships and happy customers have always been one of our main goals.",63,"https://www.linkedin.com/company/cleverappsco/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Mr.Apps","Software Development","Dubai","At Mr.Apps, We are a forward-thinking technology and marketing company dedicated to transforming ideas into powerful digital realities. Our mission...",71,"https://www.linkedin.com/company/mr-apps-it/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Pixel Apps","Technology, Information and Internet","Dubai","Empowering businesses through innovative technology solutions; Mobile & Web Apps, Bots, Automation, Serverless and Cloud",102,"https://www.linkedin.com/company/pixel-apps-dubai-uae/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Regum Apps","Software Development","El Obour City, Cairo","Expanding possibilities of better tomorrow , Listening to you, and answering with software.",59,"https://www.linkedin.com/company/regumapps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"MV Apps","Software Development","Miami, Alexandria","MV Apps Developers is a company, specialized in software development, media design, and marketing, by using the highest techniques and the latest software, we deliver a professional product to our clients, depending on company's highly standers of quality, and our team of highly skilled professional developers...",61,"https://www.linkedin.com/company/mvapps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Apps Pioneers","IT Services and IT Consulting","Riyadh, Riyadh","Apps Pioneers",36,"https://www.linkedin.com/company/apps-pioneers/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"ISCA| Intelligent Systems & Communication Apps","Information Technology & Services","6th Of October, Giza","ISCA is a registered software house company, We are a provider of business management systems and mobile apps, we help SMEs to large global enterprises to manage operations, monitor productivity, and measure efficiencies. Our solutions enhance overall business performance and help businesses meet their strategic...",100,"https://www.linkedin.com/company/isca-intelligent-system-communication-apps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Burj Apps","Information Technology & Services","Jeddah","Burj Apps, provides app development services to the Arab world and Middle Eastern countries. The company holds expertise in providing application development services for smartphones and web-based interfaces. The company is considered as the most progressing in app development arena, as it serves the clients...",80,"https://www.linkedin.com/company/burjapps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"atiaf apps","Technology, Information and Internet","القاهرة, القاهرة","نحن من اوائل الشركات المتخصصه في تصميم وبرمجة تطبيقات الهواتف الذكيه ( تطبيقات الاندرويد - تطبيقات الايفون - تطبيقات الايباد - تطبيقات الايبود ) نقدم ايضا تصميم وبرمجة مواقع الانترنت , استضافة مواقع الانترنت , حملات التسويق الالكتروني",84,"https://www.linkedin.com/company/atiafapps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"B Rocks Apps","Software Development","Dubai, Dubai","Mobile apps and Hyper Casual games development company.",46,"https://www.linkedin.com/company/brocksapps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"DX APPS & WEBSITES","IT Services and IT Consulting","dubai","DXB APPS is a company driven by passion for perfection. Being in this business for many years has provided us an experience in plethora of technical fields, which gives DXB APPS a leverage over other companies.",78,"https://www.linkedin.com/company/dxawae/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Nasa Space Apps ElGouna","Space Research and Technology","Qesm 2nd Hurghada, Al Bahr al Ahmar","Nasa Space Apps ElGouna: Solutions To Earth Challenges",75,"https://www.linkedin.com/company/nsagen/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Umbrella Apps","Technology, Information and Internet","Dubai","...that drive long-term success. At Umbrella Apps, we emphasize trustworthy partnerships and customer-centric approach, enabling seamless adaptation to evolving...",66,"https://www.linkedin.com/company/umbrellaapps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Maxima Apps FZCO","Mobile Computing Software Products","Dubai, Dubai","We build apps loved by millions. High quality experiences that make life easier, brighter, and uniquely yours.",12,"https://www.linkedin.com/company/maximaapps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"ABD Co. - Apps Building & Distribution","Technology, Information and Internet","Dubai","Apps Business Development Corporate",51,"https://www.linkedin.com/company/abdcorporate/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"UNIQUE APPS IT","Software Development","Riyadh","Unlocking Your Digital Success: Crafting Unique Apps and System Solutions with UNIQUE APPS IT",30,"https://www.linkedin.com/company/unique-apps-it/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Busy Apps","Software Development","Al Barsha Third, Dubai","Makers of BusyCal",33,"https://www.linkedin.com/company/busy-apps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"We Make Cool Apps","IT Services and IT Consulting","El Bsateen, Cairo","Wemakecoolapps is a subsidiary of Kijamii with a focus on technology development and solutions. It started in 2013 as a technology unit in the agency and now it became a full technology stop shop for its partners that works on connecting brands with the new age solutions, services and products. With wide regional access, creative exposure and diverse capabilities, WMCA has developed a kick-ass agile team that supports on all different types of technology; Mobile, Web, Custom Solutions, Social Plugins, Products and Interactive Solutions.",55,"https://www.linkedin.com/company/wemakecoolapps/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"FSG Apps & Tech","Information Technology & Services","Dubai, Dubai","FSG Apps & Tech based in Dubai, UAE as a team attempt to transform the digital insights for you as well as your clients",43,"https://www.linkedin.com/company/fsg-apps-tech-uae/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"VClasses","IT Services and IT Consulting","Cairo, Maadi","Engineering experiences that amaze. We create technology with a purpose: to make life better for everyone, everywhere. Keep Reinventing. we develop the future now",170,"https://www.linkedin.com/company/vclasses-lms/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Many Apps","Software Development","Mansoura","We believe that every business deserves the opportunity to reach its full potential, and we are dedicated to providing our customers with the software and support they need to achieve their goals. Our mission is to empower SMBs with the tools they need to thrive in today's competitive market.",25,"https://www.linkedin.com/company/manyappstech/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Apps Factory","IT System Operations and Maintenance","Дубай","We have created an equal opportunity platform for small businesses. We help them stay competitive and reduce their reliance on third-party food delivery aggregators. We provide local food delivery services with advanced technological tools for launching online orders and delivery services that can match the digital experience of larger platforms. We dream of a future where business owners work for themselves and their local communities, using technology as a means to achieve this goal.",9,"https://www.linkedin.com/company/appsfctry/","apps","[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
